interaction,topology,amplitude,squared_amplitude
tt_alpha_1072(X)^(*)  AntiPart tt_beta_981(X)  to  AntiPart s_eps_1075(X)^(*)  s_eta_1322(X),"Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\sigma_4147,%eta_1320,%gam_2200}*gamma_{%\sigma_4147,%gam_2201,%del_1481}*s_{i_1406,%gam_2200}(p_3)_v*s_{j_1406,%eta_1320}(p_4)_u^(*)*tt_{l_1404,%gam_2201}(p_2)_v^(*)*tt_{k_1404,%del_1481}(p_1)_u/(m_tt^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_s ^ 2 * m_tt ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_tt ^ 2 * s_34 ) * ( m_tt ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart t_gam_1655(X)  AntiPart u_gam_1686(X)  to  AntiPart t_del_1136(X)^(*)  AntiPart u_eps_1007(X)^(*),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart t ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\tau_3170,%eta_1051,%beta_799}*gamma_{%\tau_3170,%gam_1683,%del_1134}*t_{i_982,%del_1134}(p_3)_v*t_{k_980,%gam_1683}(p_1)_v^(*)*u_{j_982,%beta_799}(p_4)_v*u_{l_980,%eta_1051}(p_2)_v^(*)/(m_t^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_t ^ 2 * m_u ^ 2 + ( - 8 ) * m_u ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_t ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_t ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
t_eps_4618(X)^(*)  AntiPart c_gam_5802(X)  to  t_del_5138(X)  AntiPart c_eps_4631(X)^(*),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:t ( INDEX_[ID] ) , t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\tau_17808,%eta_4834,%beta_4486}*gamma_{%\tau_17808,%gam_5800,%eps_4628}*c_{j_6620,%beta_4486}(p_4)_v*c_{l_6618,%eta_4834}(p_2)_v^(*)*t_{i_6620,%gam_5800}(p_3)_u^(*)*t_{k_6618,%eps_4628}(p_1)_u/(m_t^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_t ^ 2 + ( - 8 ) * m_c ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_t ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_t ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart u_beta_9073(X)  A_\tau_32801(X)  to  AntiPart u_gam_11884(X)^(*)  A_\mu_34555(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) ,","4/9*i*e^2*(p_3_%\mu_34475*gamma_{%\sigma_32132,%eta_15012,%gam_11803}*A_{j_12301,+%\mu_34475}(p_4)^(*)*A_{l_12299,+%\sigma_32132}(p_2)*u_{k_12299,%eta_15012}(p_1)_v^(*)*u_{i_12301,%gam_11803}(p_3)_v + 1/2*p_4_%\sigma_32134*gamma_{%\mu_34475,%eta_15039,%gam_11805}*gamma_{%\sigma_32132,%eta_15015,%eta_15038}*gamma_{+%\sigma_32134,%eta_15038,%eta_15039}*A_{j_12301,+%\mu_34475}(p_4)^(*)*A_{l_12299,+%\sigma_32132}(p_2)*u_{k_12299,%eta_15015}(p_1)_v^(*)*u_{i_12301,%gam_11805}(p_3)_v)/(s_12 + 1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_12 + 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + - 1 / 2 * s_13 ) / ( s_12 + 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_u ^ 2 * ( s_14 + ( - 2 ) * s_34 ) / ( s_12 + 1 / 2 * reg_prop ) ) / ( s_12 + 1 / 2 * reg_prop )
e_alpha_1397(X)^(*)  t_beta_1314(X)^(*)  to  e_gam_2303(X)  t_del_1785(X),"Vertex INDEX_[ID]:t ( INDEX_[ID] ) , t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\tau_4836,%gam_2298,%gam_2299}*gamma_{%\tau_4836,%gam_2300,%del_1782}*e_{i_1837,%gam_2298}(p_3)_u^(*)*e_{k_1835,%gam_2299}(p_1)_u*t_{j_1837,%gam_2300}(p_4)_u^(*)*t_{l_1835,%del_1782}(p_2)_u/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_t ^ 2 + ( - 8 ) * m_t ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_eta_1946(X)^(*)  AntiPart mu_alpha_1479(X)  to  AntiPart u_del_1065(X)^(*)  u_eps_843(X),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\mu_2707,%eta_1984,%eta_1985}*gamma_{%\mu_2707,%gam_1379,%beta_788}*u_{j_990,%gam_1379}(p_4)_u^(*)*u_{i_990,%beta_788}(p_3)_v*mu_{k_988,%eta_1985}(p_1)_u*mu_{l_988,%eta_1984}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_u ^ 2 * m_mu ^ 2 + 8 * m_u ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_del_1884(X)^(*)  AntiPart mu_eps_1487(X)  to  b_eta_3449(X)  AntiPart b_alpha_2270(X)^(*),"Vertex INDEX_[ID]:b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_5157,%eta_3445,%eta_3446}*gamma_{%\tau_5157,%gam_2324,%gam_2325}*b_{i_1883,%gam_2324}(p_3)_u^(*)*b_{j_1883,%gam_2325}(p_4)_v*mu_{k_1881,%eta_3446}(p_1)_u*mu_{l_1881,%eta_3445}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_mu ^ 2 + 8 * m_b ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart d_gam_3019(X)  d_del_2151(X)^(*)  to  s_eps_1200(X)  AntiPart s_eta_1576(X)^(*),"Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/18*i*e^2*gamma_{%\rho_3915,%eta_1572,%beta_1033}*gamma_{+%\rho_3915,%gam_3017,%eta_1573}*d_{l_1455,%eta_1573}(p_2)_u*d_{k_1455,%gam_3017}(p_1)_v^(*)*s_{j_1457,%beta_1033}(p_4)_v*s_{i_1457,%eta_1572}(p_3)_u^(*)/(m_d^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_s ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_d ^ 2 * s_34 ) * ( m_d ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_del_10080(X)^(*)  b_eps_9156(X)^(*)  to  mu_eta_14253(X)  b_alpha_11630(X),"Vertex INDEX_[ID]:b ( INDEX_[ID] ) , b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_35232,%eta_14249,%eta_14250}*gamma_{%\tau_35232,%gam_12312,%del_10078}*b_{l_13435,%del_10078}(p_2)_u*b_{j_13437,%gam_12312}(p_4)_u^(*)*mu_{i_13437,%eta_14249}(p_3)_u^(*)*mu_{k_13435,%eta_14250}(p_1)_u/(m_mu^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_mu ^ 2 + ( - 8 ) * m_b ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_mu ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_mu ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart d_eta_445(X)  d_alpha_365(X)^(*)  to  AntiPart mu_del_532(X)^(*)  mu_eps_320(X),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\nu_1203,%gam_788,%beta_291}*gamma_{%\nu_1203,%gam_789,%del_530}*d_{k_382,%gam_789}(p_1)_v^(*)*d_{l_382,%del_530}(p_2)_u*mu_{j_384,%gam_788}(p_4)_u^(*)*mu_{i_384,%beta_291}(p_3)_v/(m_d^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_mu ^ 2 + 8 * m_mu ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_d ^ 2 * s_34 ) * ( m_d ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart A_\sigma_6143(X)  A_\lambda_4402(X)  to  AntiPart t_eps_2084(X)^(*)  t_eta_5272(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) ,","1/2*i*e^2*(p_2_%\tau_5066*gamma_{%\tau_5062,%gam_8381,%gam_8410}*gamma_{%\tau_5064,%gam_8411,%eps_2064}*gamma_{+%\tau_5066,%gam_8410,%gam_8411}*A_{k_1223,+%\tau_5062}(p_1)*A_{l_1223,+%\tau_5064}(p_2)*t_{j_1225,%gam_8381}(p_4)_u^(*)*t_{i_1225,%eps_2064}(p_3)_v + (-2)*p_3_%\tau_5064*gamma_{%\tau_5062,%gam_8389,%eps_2067}*A_{k_1223,+%\tau_5062}(p_1)*A_{l_1223,+%\tau_5064}(p_2)*t_{j_1225,%gam_8389}(p_4)_u^(*)*t_{i_1225,%eps_2067}(p_3)_v)/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / 4 * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
A_\lambda_4031(X)  AntiPart A_\lambda_4181(X)  to  t_del_3885(X)  AntiPart t_eps_1740(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) ,","-1/2*i*e^2*(p_2_%\nu_3371*gamma_{+%\nu_3371,%gam_6848,%gam_6849}*gamma_{%\tau_4019,%gam_6811,%gam_6848}*gamma_{%\tau_4021,%gam_6849,%eps_1713}*A_{k_1129,+%\tau_4021}(p_1)*A_{l_1129,+%\tau_4019}(p_2)*t_{j_1131,%eps_1713}(p_4)_v*t_{i_1131,%gam_6811}(p_3)_u^(*) + (-2)*p_3_%\tau_4019*gamma_{%\tau_4021,%gam_6819,%eps_1716}*A_{k_1129,+%\tau_4021}(p_1)*A_{l_1129,+%\tau_4019}(p_2)*t_{j_1131,%eps_1716}(p_4)_v*t_{i_1131,%gam_6819}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / 4 * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart e_eps_2443(X)  AntiPart u_eps_2449(X)  to  AntiPart e_eta_2506(X)^(*)  AntiPart u_alpha_2337(X)^(*),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_9118,%eta_2504,%del_2922}*gamma_{%\sigma_9118,%gam_3586,%gam_3587}*e_{k_3280,%gam_3586}(p_1)_v^(*)*e_{i_3282,%gam_3587}(p_3)_v*u_{l_3280,%eta_2504}(p_2)_v^(*)*u_{j_3282,%del_2922}(p_4)_v/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_u ^ 2 + ( - 8 ) * m_u ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
tt_beta_1383(X)^(*)  AntiPart tt_gam_4334(X)  to  AntiPart A_\tau_5825(X)  A_\mu_5445(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell tt ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell tt ( INDEX_[ID] ) ,","4/9*i*e^2*(p_1_%\sigma_7121*gamma_{%\sigma_7119,%gam_5307,%del_3531}*A_{j_2025,+%\sigma_7121}(p_4)^(*)*A_{i_2025,+%\sigma_7119}(p_3)^(*)*tt_{l_2023,%gam_5307}(p_2)_v^(*)*tt_{k_2023,%del_3531}(p_1)_u + -1/2*p_4_%\rho_5332*gamma_{+%\rho_5332,%gam_5337,%gam_5338}*gamma_{%\sigma_7119,%gam_5310,%gam_5337}*gamma_{%\sigma_7121,%gam_5338,%del_3533}*A_{j_2025,+%\sigma_7121}(p_4)^(*)*A_{i_2025,+%\sigma_7119}(p_3)^(*)*tt_{l_2023,%gam_5310}(p_2)_v^(*)*tt_{k_2023,%del_3533}(p_1)_u)/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_tt ^ 2 * ( m_tt ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_tt ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart u_beta_9073(X)  A_\tau_32801(X)  to  AntiPart u_gam_11884(X)^(*)  AntiPart A_\tau_32913(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_1_%\mu_34709*gamma_{%\tau_32844,%eta_15508,%gam_12091}*A_{j_12331,+%\mu_34709}(p_4)^(*)*A_{l_12329,+%\tau_32844}(p_2)*u_{i_12331,%gam_12091}(p_3)_v*u_{k_12329,%eta_15508}(p_1)_v^(*) + -1/2*p_4_%\sigma_32380*gamma_{%\mu_34709,%eta_15511,%eta_15538}*gamma_{+%\sigma_32380,%eta_15538,%eta_15539}*gamma_{%\tau_32844,%eta_15539,%gam_12093}*A_{j_12331,+%\mu_34709}(p_4)^(*)*A_{l_12329,+%\tau_32844}(p_2)*u_{i_12331,%gam_12093}(p_3)_v*u_{k_12329,%eta_15511}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart A_\sigma_6143(X)  A_\lambda_4402(X)  to  t_gam_7951(X)  AntiPart t_del_4417(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) ,","-1/2*i*e^2*(p_2_%\nu_3518*gamma_{+%\nu_3518,%gam_7840,%gam_7841}*gamma_{%\tau_4669,%gam_7801,%gam_7840}*gamma_{%\tau_4671,%gam_7841,%del_4303}*A_{l_1193,+%\tau_4669}(p_2)*A_{k_1193,+%\tau_4671}(p_1)*t_{j_1195,%del_4303}(p_4)_v*t_{i_1195,%gam_7801}(p_3)_u^(*) + (-2)*p_3_%\tau_4669*gamma_{%\tau_4671,%gam_7807,%del_4306}*A_{l_1193,+%\tau_4669}(p_2)*A_{k_1193,+%\tau_4671}(p_1)*t_{j_1195,%del_4306}(p_4)_v*t_{i_1195,%gam_7807}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / 4 * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
b_alpha_557(X)^(*)  AntiPart b_beta_488(X)  to  t_gam_1029(X)  AntiPart t_del_740(X)^(*),"Vertex INDEX_[ID]:t ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_1996,%gam_1024,%eta_657}*gamma_{%\tau_1996,%gam_1025,%gam_1026}*b_{k_665,%gam_1026}(p_1)_u*b_{l_665,%gam_1025}(p_2)_v^(*)*t_{j_667,%eta_657}(p_4)_v*t_{i_667,%gam_1024}(p_3)_u^(*)/(m_b^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_t ^ 2 + 8 * m_t ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_b ^ 2 * s_34 ) * ( m_b ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart A_\nu_5027(X)  AntiPart A_\nu_5335(X)  to  u_eta_8900(X)  AntiPart u_alpha_4259(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","-2/9*i*e^2*(p_2_%\lambda_5823*gamma_{+%\lambda_5823,%eta_8855,%eta_8856}*gamma_{%\mu_5274,%eta_8816,%eta_8855}*gamma_{%\nu_5300,%eta_8856,%alpha_4190}*A_{k_1737,+%\nu_5300}(p_1)*A_{l_1737,+%\mu_5274}(p_2)*u_{i_1739,%eta_8816}(p_3)_u^(*)*u_{j_1739,%alpha_4190}(p_4)_v + (-2)*p_3_%\mu_5274*gamma_{%\nu_5300,%eta_8822,%alpha_4193}*A_{k_1737,+%\nu_5300}(p_1)*A_{l_1737,+%\mu_5274}(p_2)*u_{i_1739,%eta_8822}(p_3)_u^(*)*u_{j_1739,%alpha_4193}(p_4)_v)/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart mu_eta_4329(X)  mu_alpha_3008(X)^(*)  to  AntiPart A_\nu_6030(X)  A_\rho_5991(X),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell mu ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell mu ( INDEX_[ID] ) ,","-i*e^2*(p_1_%\mu_6077*gamma_{%\tau_6247,%eta_5252,%alpha_3609}*A_{j_2145,+%\mu_6077}(p_4)^(*)*A_{i_2145,+%\tau_6247}(p_3)^(*)*mu_{l_2143,%alpha_3609}(p_2)_u*mu_{k_2143,%eta_5252}(p_1)_v^(*) + -1/2*p_4_%\lambda_7184*gamma_{+%\lambda_7184,%eta_5288,%eta_5289}*gamma_{%\mu_6077,%eta_5255,%eta_5288}*gamma_{%\tau_6247,%eta_5289,%alpha_3611}*A_{j_2145,+%\mu_6077}(p_4)^(*)*A_{i_2145,+%\tau_6247}(p_3)^(*)*mu_{l_2143,%alpha_3611}(p_2)_u*mu_{k_2143,%eta_5255}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 * i * e ^ 2 * ( i * e ^ 2 * m_mu ^ 2 * ( m_mu ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_mu ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart tt_beta_1639(X)  tt_gam_6450(X)^(*)  to  A_\sigma_7849(X)  A_\lambda_5772(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell tt ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell tt ( INDEX_[ID] ) ,","4/9*i*e^2*(p_2_%\sigma_7803*gamma_{%\sigma_7801,%gam_6385,%gam_6386}*A_{i_2085,+%\sigma_7801}(p_3)^(*)*A_{j_2085,+%\sigma_7803}(p_4)^(*)*tt_{l_2083,%gam_6386}(p_2)_u*tt_{k_2083,%gam_6385}(p_1)_v^(*) + -1/2*p_4_%\mu_5548*gamma_{+%\mu_5548,%gam_6429,%gam_6430}*gamma_{%\sigma_7801,%gam_6390,%gam_6429}*gamma_{%\sigma_7803,%gam_6430,%gam_6391}*A_{i_2085,+%\sigma_7801}(p_3)^(*)*A_{j_2085,+%\sigma_7803}(p_4)^(*)*tt_{l_2083,%gam_6391}(p_2)_u*tt_{k_2083,%gam_6390}(p_1)_v^(*))/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_tt ^ 2 * ( m_tt ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_tt ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
